"chr","start","end","strand","feature","ensembl.id","gene.name","biotype","source"
"chr4",137807705,137816402,"+","gene","ENSG00000250034.1","RP11-793B23.1","lincRNA","HAVANA"
"chr4",138027421,138130709,"-","gene","ENSG00000248307.5","LINC00616","lincRNA","HAVANA"
"chr4",138164096,138242349,"-","gene","ENSG00000151012.13","SLC7A11","protein_coding","HAVANA"
"chr4",138277114,138281784,"-","gene","ENSG00000249091.1","RP11-733C7.1","lincRNA","HAVANA"
"chr4",138298855,138312658,"-","gene","ENSG00000248397.1","LINC00498","lincRNA","HAVANA"
"chr4",138309710,138424344,"+","gene","ENSG00000251372.5","LINC00499","lincRNA","HAVANA"
"chr4",138425522,138436869,"+","gene","ENSG00000249381.1","LINC00500","lincRNA","HAVANA"
"chr4",138664724,138665569,"-","gene","ENSG00000250977.1","RP11-173E2.2","lincRNA","HAVANA"
"chr4",138773549,138801639,"+","gene","ENSG00000250501.2","RP11-98O2.1","lincRNA","HAVANA"
"chr4",138923929,138924232,"-","gene","ENSG00000250577.1","RP11-577B7.1","lincRNA","HAVANA"
"chr4",139015788,139045939,"+","gene","ENSG00000151014.5","NOCT","protein_coding","HAVANA"
"chr4",139028111,139177218,"-","gene","ENSG00000109381.19","ELF2","protein_coding","HAVANA"
"chr4",139266162,139280338,"-","gene","ENSG00000137463.4","MGARP","protein_coding","HAVANA"
"chr4",139289916,139302551,"-","gene","ENSG00000109390.11","NDUFC1","protein_coding","HAVANA"
"chr4",139301454,139420033,"+","gene","ENSG00000164134.12","NAA15","protein_coding","HAVANA"
"chr4",139454034,139476609,"+","gene","ENSG00000172007.5","RAB33B","protein_coding","HAVANA"
"chr4",139495940,139606699,"-","gene","ENSG00000145391.13","SETD7","protein_coding","HAVANA"
"chr4",139618135,139623232,"-","gene","ENSG00000261268.1","RP11-308D13.3","lincRNA","HAVANA"
"chr4",139665767,139740745,"+","gene","ENSG00000085871.8","MGST2","protein_coding","HAVANA"
"chr4",139716752,140154184,"-","gene","ENSG00000196782.12","MAML3","protein_coding","HAVANA"
"chr4",140257285,140385726,"+","gene","ENSG00000153130.17","SCOC","protein_coding","HAVANA"
"chr4",140388454,140427968,"-","gene","ENSG00000153132.12","CLGN","protein_coding","HAVANA"
"chr4",140442261,140498377,"-","gene","ENSG00000205301.11","MGAT4D","protein_coding","HAVANA"
"chr4",140524157,140553770,"+","gene","ENSG00000179387.9","ELMOD2","protein_coding","HAVANA"
"chr4",140559433,140568805,"-","gene","ENSG00000109424.3","UCP1","protein_coding","HAVANA"
"chr4",140620764,140756120,"-","gene","ENSG00000109436.7","TBC1D9","protein_coding","HAVANA"
"chr4",140756527,140757921,"+","gene","ENSG00000273472.1","RP11-102N12.3","lincRNA","HAVANA"
"chr4",140859806,141212877,"-","gene","ENSG00000170153.10","RNF150","protein_coding","HAVANA"
"chr4",141220886,141234697,"+","gene","ENSG00000109445.10","ZNF330","protein_coding","HAVANA"
"chr4",141240738,141278789,"-","gene","ENSG00000248747.1","RP11-586L23.1","lincRNA","HAVANA"
"chr4",141319449,141332618,"-","gene","ENSG00000248810.1","RP11-362F19.1","lincRNA","HAVANA"
"chr4",141430830,141431284,"+","gene","ENSG00000272632.1","RP11-362F19.3","lincRNA","HAVANA"
"chr4",141569930,141576077,"-","gene","ENSG00000250141.1","RP11-208N20.1","lincRNA","HAVANA"
"chr4",141636598,141733987,"+","gene","ENSG00000164136.16","IL15","protein_coding","HAVANA"
"chr4",142023159,142847432,"-","gene","ENSG00000109452.12","INPP4B","protein_coding","HAVANA"
"chr4",142514445,142518983,"+","gene","ENSG00000251248.1","RP11-223C24.2","lincRNA","HAVANA"
"chr4",142566018,142660950,"+","gene","ENSG00000249806.1","RP11-223C24.1","lincRNA","HAVANA"
"chr4",143184916,143223830,"+","gene","ENSG00000170185.9","USP38","protein_coding","HAVANA"
"chr4",143286292,143329858,"+","gene","ENSG00000250969.1","RP11-364L4.3","lincRNA","HAVANA"
"chr4",143336761,143474568,"+","gene","ENSG00000109458.8","GAB1","protein_coding","HAVANA"
"chr4",143513462,143557486,"+","gene","ENSG00000153147.5","SMARCA5","protein_coding","HAVANA"
"chr4",143577301,143700675,"-","gene","ENSG00000183090.5","FREM3","protein_coding","HAVANA"
"chr4",143870866,143905563,"-","gene","ENSG00000197465.13","GYPE","protein_coding","HAVANA"
"chr4",143912330,143982454,"+","gene","ENSG00000251600.5","RP11-673E1.1","lincRNA","HAVANA"
"chr4",143996103,144019339,"-","gene","ENSG00000250361.7","GYPB","protein_coding","HAVANA"
"chr4",144109302,144140751,"-","gene","ENSG00000170180.19","GYPA","protein_coding","HAVANA"
"chr4",144505899,144509001,"+","gene","ENSG00000261129.1","RP11-361D14.2","lincRNA","HAVANA"
"chr4",144646020,144745271,"+","gene","ENSG00000164161.9","HHIP","protein_coding","HAVANA"
"chr4",144851571,144874787,"+","gene","ENSG00000250406.1","RP13-539F13.3","lincRNA","HAVANA"
"chr4",144967111,145098541,"-","gene","ENSG00000164162.12","ANAPC10","protein_coding","HAVANA"
"chr4",145098216,145129179,"+","gene","ENSG00000164163.10","ABCE1","protein_coding","HAVANA"
"chr4",145110837,145180161,"-","gene","ENSG00000164164.15","OTUD4","protein_coding","HAVANA"
"chr4",145335262,145340421,"-","gene","ENSG00000272727.1","RP11-142A22.4","lincRNA","HAVANA"
"chr4",145481193,145558079,"+","gene","ENSG00000170365.9","SMAD1","protein_coding","HAVANA"
"chr4",145599108,145600552,"+","gene","ENSG00000248686.1","RP11-557J10.5","lincRNA","HAVANA"
"chr4",145618262,145660035,"+","gene","ENSG00000151611.13","MMAA","protein_coding","HAVANA"
"chr4",145680114,145771032,"+","gene","ENSG00000237136.7","C4orf51","protein_coding","HAVANA"
"chr4",145757626,145938635,"-","gene","ENSG00000151612.15","ZNF827","protein_coding","HAVANA"
"chr4",146052603,146056762,"-","gene","ENSG00000260303.1","RP11-203B7.2","lincRNA","HAVANA"
"chr4",146077845,146108157,"-","gene","ENSG00000251024.1","RP11-203B7.1","lincRNA","HAVANA"
"chr4",146109454,146121913,"-","gene","ENSG00000248809.5","LINC01095","lincRNA","HAVANA"
"chr4",146175684,146200000,"+","gene","ENSG00000164167.10","LSM6","protein_coding","HAVANA"
"chr4",146214514,146230878,"+","gene","ENSG00000250673.2","RP11-6L6.2","protein_coding","HAVANA"
"chr4",146253974,146521964,"-","gene","ENSG00000120519.14","SLC10A7","protein_coding","HAVANA"
"chr4",146638892,146642474,"+","gene","ENSG00000151615.3","POU4F2","protein_coding","HAVANA"
"chr4",146706637,146945882,"-","gene","ENSG00000137473.17","TTC29","protein_coding","HAVANA"
"chr4",146957437,146975457,"+","gene","ENSG00000248346.1","RP11-292D4.1","lincRNA","HAVANA"
"chr4",147005491,147009145,"+","gene","ENSG00000260090.1","RP11-292D4.3","lincRNA","HAVANA"
"chr4",147480916,147544954,"+","gene","ENSG00000151617.15","EDNRA","protein_coding","HAVANA"
"chr4",147567605,147594587,"+","gene","ENSG00000251688.1","RP11-752L20.5","lincRNA","HAVANA"
"chr4",147617382,147672044,"+","gene","ENSG00000164168.7","TMEM184C","protein_coding","HAVANA"
"chr4",147637784,147684230,"-","gene","ENSG00000164169.12","PRMT9","protein_coding","HAVANA"
"chr4",147732062,148072780,"+","gene","ENSG00000071205.11","ARHGAP10","protein_coding","HAVANA"
"chr4",148078761,148444698,"-","gene","ENSG00000151623.14","NR3C2","protein_coding","HAVANA"
"chr4",148693031,148694323,"+","gene","ENSG00000250357.1","RP11-503L19.1","lincRNA","HAVANA"
"chr4",149027444,149062522,"-","gene","ENSG00000249752.1","RP11-563M4.1","lincRNA","HAVANA"
"chr4",149147801,149149780,"-","gene","ENSG00000250252.1","RP11-342A1.1","lincRNA","HAVANA"
"chr4",149154294,149278123,"+","gene","ENSG00000248210.1","RP11-24I21.1","lincRNA","HAVANA"
"chr4",149351902,149896233,"-","gene","ENSG00000234828.8","RP11-526A4.1","protein_coding","HAVANA"
"chr4",149666056,149711149,"+","gene","ENSG00000250905.1","RP11-707F2.1","lincRNA","HAVANA"
"chr4",149956207,149958572,"+","gene","ENSG00000250704.1","RP11-423J7.1","lincRNA","HAVANA"
"chr4",150078273,150257457,"+","gene","ENSG00000170390.15","DCLK2","protein_coding","HAVANA"
"chr4",150264530,151015497,"-","gene","ENSG00000198589.10","LRBA","protein_coding","HAVANA"
"chr4",150581921,150584693,"+","gene","ENSG00000181541.5","MAB21L2","protein_coding","HAVANA"
"chr4",151099572,151104652,"+","gene","ENSG00000145425.9","RPS3A","protein_coding","HAVANA"
"chr4",151102750,151325632,"-","gene","ENSG00000109686.17","SH3D19","protein_coding","HAVANA"
"chr4",151277170,151291453,"+","gene","ENSG00000189099.11","PRSS48","protein_coding","HAVANA"
"chr4",151333774,151353224,"-","gene","ENSG00000270265.1","RP11-731D1.4","lincRNA","HAVANA"
"chr4",151407550,151408835,"-","gene","ENSG00000251611.1","RP11-610P16.1","lincRNA","HAVANA"
"chr4",151409215,151663632,"+","gene","ENSG00000164142.15","FAM160A1","protein_coding","HAVANA"
"chr4",151670503,151761023,"-","gene","ENSG00000059691.11","GATB","protein_coding","HAVANA"
"chr4",151799499,151801348,"+","gene","ENSG00000249184.1","RP11-424M21.1","lincRNA","HAVANA"
"chr4",151887542,151891263,"-","gene","ENSG00000249708.1","RP11-503L23.1","lincRNA","HAVANA"
"chr4",151904931,151928648,"-","gene","ENSG00000249818.1","RP11-73G16.3","lincRNA","HAVANA"
"chr4",151919467,151943933,"+","gene","ENSG00000248991.1","RP11-73G16.2","lincRNA","HAVANA"
"chr4",152100753,152104720,"+","gene","ENSG00000245954.6","RP11-18H21.1","lincRNA","HAVANA"
"chr4",152146384,152178573,"-","gene","ENSG00000250706.1","RP11-18H21.2","lincRNA","HAVANA"
"chr4",152207420,152225870,"-","gene","ENSG00000251377.1","RP11-18H21.3","lincRNA","HAVANA"
"chr4",152308282,152309983,"-","gene","ENSG00000270302.1","RP11-461L13.4","lincRNA","HAVANA"
"chr4",152317901,152318364,"-","gene","ENSG00000270883.1","RP11-461L13.5","lincRNA","HAVANA"
"chr4",152320543,152321044,"-","gene","ENSG00000270750.1","RP11-461L13.3","lincRNA","HAVANA"
"chr4",152321258,152536101,"-","gene","ENSG00000109670.13","FBXW7","protein_coding","HAVANA"
"chr4",152536263,152539263,"+","gene","ENSG00000268471.6","DKFZP434I0714","lincRNA","HAVANA"
"chr4",152618631,152680165,"-","gene","ENSG00000170006.11","TMEM154","protein_coding","HAVANA"
"chr4",152769353,152779764,"-","gene","ENSG00000169989.2","TIGD4","protein_coding","HAVANA"
"chr4",152779936,152918463,"+","gene","ENSG00000164144.15","ARFIP1","protein_coding","HAVANA"
"chr4",152936351,152979696,"+","gene","ENSG00000137460.8","FHDC1","protein_coding","HAVANA"
"chr4",153034210,153091165,"+","gene","ENSG00000249022.1","RP11-285C1.2","lincRNA","HAVANA"
"chr4",153152341,153339320,"+","gene","ENSG00000109654.14","TRIM2","protein_coding","HAVANA"
"chr4",153344648,153415118,"+","gene","ENSG00000121211.7","MND1","protein_coding","HAVANA"
"chr4",153466345,153636711,"+","gene","ENSG00000121210.15","KIAA0922","protein_coding","HAVANA"
"chr4",153701499,153705699,"+","gene","ENSG00000137462.6","TLR2","protein_coding","HAVANA"
"chr4",153710124,153760235,"-","gene","ENSG00000145428.14","RNF175","protein_coding","HAVANA"
"chr4",153780591,153789120,"-","gene","ENSG00000145423.4","SFRP2","protein_coding","HAVANA"
"chr4",154232036,154491716,"-","gene","ENSG00000197410.12","DCHS2","protein_coding","HAVANA"
"chr4",154535005,154550435,"-","gene","ENSG00000171566.11","PLRG1","protein_coding","HAVANA"
"chr4",154562955,154571086,"+","gene","ENSG00000171564.11","FGB","protein_coding","HAVANA"
"chr4",154583125,154590766,"-","gene","ENSG00000171560.14","FGA","protein_coding","HAVANA"
"chr4",154604133,154612967,"-","gene","ENSG00000171557.16","FGG","protein_coding","HAVANA"
"chr4",154626944,154753118,"+","gene","ENSG00000121207.11","LRAT","protein_coding","HAVANA"
"chr4",154781212,154828813,"+","gene","ENSG00000151962.7","RBM46","protein_coding","HAVANA"
"chr4",155208628,155217078,"+","gene","ENSG00000185149.5","NPY2R","protein_coding","HAVANA"
"chr4",155286161,155287136,"-","gene","ENSG00000249924.2","RP11-27G13.1","lincRNA","HAVANA"
"chr4",155342657,155376970,"-","gene","ENSG00000164114.18","MAP9","protein_coding","HAVANA"
"chr4",155515726,155517459,"+","gene","ENSG00000251244.1","RP13-487K5.1","lincRNA","HAVANA"
"chr4",155666710,155732349,"+","gene","ENSG00000164116.16","GUCY1A3","protein_coding","HAVANA"
"chr4",155758991,155807591,"+","gene","ENSG00000061918.12","GUCY1B3","protein_coding","HAVANA"
"chr4",155829728,155866273,"-","gene","ENSG00000256394.2","ASIC5","protein_coding","HAVANA"
"chr4",155854737,155920406,"+","gene","ENSG00000151790.8","TDO2","protein_coding","HAVANA"
"chr4",155924117,155953917,"-","gene","ENSG00000256043.2","CTSO","protein_coding","HAVANA"
"chr4",156585978,156590039,"+","gene","ENSG00000251511.1","RP11-171N4.1","lincRNA","HAVANA"
"chr4",156634493,156642454,"-","gene","ENSG00000251283.1","RP11-171N4.2","lincRNA","HAVANA"
"chr4",156686663,156692636,"+","gene","ENSG00000248912.1","RP11-171N4.4","lincRNA","HAVANA"
"chr4",156760453,156971394,"-","gene","ENSG00000145431.10","PDGFC","protein_coding","HAVANA"
"chr4",157076056,157172090,"+","gene","ENSG00000109738.10","GLRB","protein_coding","HAVANA"
"chr4",157204181,157366075,"+","gene","ENSG00000120251.18","GRIA2","protein_coding","HAVANA"
"chr4",157572489,157576154,"+","gene","ENSG00000234111.6","RP11-364P22.1","lincRNA","HAVANA"
"chr4",157637686,157667044,"+","gene","ENSG00000249275.1","RP11-364P22.2","lincRNA","HAVANA"
"chr4",158124473,158173318,"-","gene","ENSG00000164125.15","FAM198B","protein_coding","HAVANA"
"chr4",158203619,158255411,"+","gene","ENSG00000164124.10","TMEM144","protein_coding","HAVANA"
"chr4",158315310,158653372,"+","gene","ENSG00000171509.15","RXFP1","protein_coding","HAVANA"
"chr4",158666678,158672124,"-","gene","ENSG00000205208.4","C4orf46","protein_coding","HAVANA"
"chr4",158672255,158709133,"+","gene","ENSG00000171503.11","ETFDH","protein_coding","HAVANA"
"chr4",158709623,158723396,"-","gene","ENSG00000171497.4","PPID","protein_coding","HAVANA"
"chr4",158769137,158908049,"+","gene","ENSG00000052795.12","FNIP2","protein_coding","HAVANA"
"chr4",158893133,159038760,"-","gene","ENSG00000164123.6","C4orf45","protein_coding","HAVANA"
"chr4",159104177,159360169,"+","gene","ENSG00000109756.8","RAPGEF2","protein_coding","HAVANA"
"chr4",159398532,159401246,"+","gene","ENSG00000250180.1","RP11-138A23.2","lincRNA","HAVANA"
"chr4",159666502,159777784,"-","gene","ENSG00000250488.1","RP11-6C14.1","lincRNA","HAVANA"
"chr4",160539253,160586817,"+","gene","ENSG00000249425.1","RP11-502M1.2","lincRNA","HAVANA"
"chr4",161383896,162164035,"-","gene","ENSG00000168843.13","FSTL5","protein_coding","HAVANA"
"chr4",162740667,162742048,"+","gene","ENSG00000248431.1","AC005150.1","lincRNA","HAVANA"
"chr4",163110072,163166921,"-","gene","ENSG00000145414.8","NAF1","protein_coding","HAVANA"
"chr4",163323960,163333018,"-","gene","ENSG00000164128.6","NPY1R","protein_coding","HAVANA"
"chr4",163343938,163351934,"+","gene","ENSG00000164129.11","NPY5R","protein_coding","HAVANA"
"chr4",163471092,163473746,"-","gene","ENSG00000151005.4","TKTL2","protein_coding","HAVANA"
"chr4",163494441,163520539,"+","gene","ENSG00000198498.9","TMA16","protein_coding","HAVANA"
"chr4",163524297,164384050,"-","gene","ENSG00000145416.13","MARCH1","protein_coding","HAVANA"
"chr4",163529770,163530697,"+","gene","ENSG00000273449.1","RP11-218F10.3","lincRNA","HAVANA"
"chr4",164754063,164803795,"+","gene","ENSG00000248771.5","LINC01207","protein_coding","HAVANA"
"chr4",164877003,164898965,"+","gene","ENSG00000248329.5","APELA","protein_coding","HAVANA"
"chr4",164954445,164977668,"-","gene","ENSG00000183439.7","TRIM61","protein_coding","HAVANA"
"chr4",164956947,164959122,"+","gene","ENSG00000250486.3","FAM218A","protein_coding","HAVANA"
"chr4",165007085,165007959,"-","gene","ENSG00000250887.1","RP11-366M4.13","lincRNA","HAVANA"
"chr4",165031952,165041744,"+","gene","ENSG00000176979.12","TRIM60","protein_coding","HAVANA"
"chr4",165059147,165060554,"+","gene","ENSG00000250374.3","TRIM75P","protein_coding","HAVANA"
"chr4",165070607,165208549,"-","gene","ENSG00000170088.13","TMEM192","protein_coding","HAVANA"
"chr4",165207617,165323156,"+","gene","ENSG00000109466.13","KLHL2","protein_coding","HAVANA"
"chr4",165277811,165279679,"-","gene","ENSG00000229894.4","GK3P","protein_coding","HAVANA"
"chr4",165327622,165343160,"+","gene","ENSG00000052802.12","MSMO1","protein_coding","HAVANA"
"chr4",165361193,165498320,"+","gene","ENSG00000109472.13","CPE","protein_coding","HAVANA"
"chr4",165684638,165762778,"+","gene","ENSG00000249500.1","LINC01179","lincRNA","HAVANA"
"chr4",165873257,166103895,"+","gene","ENSG00000038295.7","TLL1","protein_coding","HAVANA"
"chr4",166388700,166526119,"-","gene","ENSG00000249675.1","RP11-217C7.1","lincRNA","HAVANA"
"chr4",166733383,167234796,"-","gene","ENSG00000196104.10","SPOCK3","protein_coding","HAVANA"
"chr4",167306909,167308789,"-","gene","ENSG00000250150.1","RP11-436A7.1","lincRNA","HAVANA"
"chr4",168092514,168187690,"+","gene","ENSG00000109511.11","ANXA10","protein_coding","HAVANA"
"chr4",168216292,168318807,"-","gene","ENSG00000137628.16","DDX60","protein_coding","HAVANA"
"chr4",168356734,168537786,"-","gene","ENSG00000181381.13","DDX60L","protein_coding","HAVANA"
"chr4",168497065,168928457,"+","gene","ENSG00000129116.17","PALLD","protein_coding","HAVANA"
"chr4",168863769,169010275,"-","gene","ENSG00000145439.11","CBR4","protein_coding","HAVANA"
"chr4",169094255,169271105,"-","gene","ENSG00000154447.14","SH3RF1","protein_coding","HAVANA"
"chr4",169392856,169612629,"-","gene","ENSG00000137601.16","NEK1","protein_coding","HAVANA"
"chr4",169612632,169723673,"+","gene","ENSG00000109572.13","CLCN3","protein_coding","HAVANA"
"chr4",169729464,169757953,"-","gene","ENSG00000056050.6","HPF1","protein_coding","HAVANA"
"chr4",169917760,169975902,"-","gene","ENSG00000248319.1","RP11-205M3.3","lincRNA","HAVANA"
"chr4",169986596,170033031,"-","gene","ENSG00000198948.11","MFAP3L","protein_coding","HAVANA"
"chr4",170060221,170091699,"-","gene","ENSG00000109576.13","AADAT","protein_coding","HAVANA"
"chr4",170273918,170283079,"+","gene","ENSG00000250266.1","LINC01612","lincRNA","HAVANA"
"chr4",170343088,170372311,"+","gene","ENSG00000251061.2","RP11-789C1.2","lincRNA","HAVANA"
"chr4",170742468,170743718,"-","gene","ENSG00000250968.1","RP11-322J23.1","lincRNA","HAVANA"
"chr4",171040601,171059163,"+","gene","ENSG00000248872.1","RP11-344G13.1","lincRNA","HAVANA"
"chr4",171289474,171298267,"-","gene","ENSG00000248339.1","RP11-717H13.1","lincRNA","HAVANA"
"chr4",171552999,171564267,"-","gene","ENSG00000251176.1","RP11-97E7.1","lincRNA","HAVANA"
"chr4",171602682,171638763,"-","gene","ENSG00000249297.1","LINC02174","lincRNA","HAVANA"
"chr4",171812253,173041559,"+","gene","ENSG00000174473.15","GALNTL6","protein_coding","HAVANA"
"chr4",173168752,173323967,"+","gene","ENSG00000109586.11","GALNT7","protein_coding","HAVANA"
"chr4",173331694,173335125,"-","gene","ENSG00000164104.11","HMGB2","protein_coding","HAVANA"
"chr4",173369968,173377532,"+","gene","ENSG00000164105.3","SAP30","protein_coding","HAVANA"
"chr4",173384700,173406380,"-","gene","ENSG00000164106.7","SCRG1","protein_coding","HAVANA"
"chr4",173467832,173470041,"-","gene","ENSG00000261646.1","RP11-489G11.3","lincRNA","HAVANA"
"chr4",173524968,173530229,"-","gene","ENSG00000164107.8","HAND2","protein_coding","HAVANA"
"chr4",173593671,173594556,"+","gene","ENSG00000261672.1","RP11-475B2.1","lincRNA","HAVANA"
"chr4",173877470,173913252,"-","gene","ENSG00000250043.1","RP11-161D15.2","lincRNA","HAVANA"
"chr4",173897251,173929525,"+","gene","ENSG00000250708.1","RP11-161D15.1","lincRNA","HAVANA"
"chr4",173924206,173990861,"-","gene","ENSG00000251216.1","RP11-161D15.3","lincRNA","HAVANA"
"chr4",174094659,174220398,"-","gene","ENSG00000248174.5","RP11-148L24.1","lincRNA","HAVANA"
"chr4",174135054,174154637,"-","gene","ENSG00000250957.1","RP11-248N22.1","lincRNA","HAVANA"
"chr4",174164440,174168913,"-","gene","ENSG00000251213.1","RP11-248N22.2","lincRNA","HAVANA"
"chr4",174236657,174284264,"-","gene","ENSG00000164117.13","FBXO8","protein_coding","HAVANA"
