"","X","Row.names","logFC","AveExpr","t","P.Value","adj.P.Val","B","M_AVG","F_AVG","deltaBeta","CHR","MAPINFO","Strand","Type","gene","feature","cgi","feat.cgi","UCSC_Islands_Name","SNP_ID","SNP_DISTANCE","t_Pvals","t_Padj","FDR","Higher_Met_In"
"391",5236,"cg06643849",-0.0513185947735429,0.760580922546382,-13.0712452036727,8.28792093518117e-38,1.33993806222543e-35,73.1999781433938,0.732748862074438,0.784067456847985,0.0513185947735465,19,57742421,"R","I","AURKC","5'UTR","island","5'UTR-island","chr19:57741955-57742457","rs567921338;rs533889458;rs181127302","50;39;16",1.40308263640522e-37,2.25892301753072e-35,3.5394163558115e-36,"Female"
"392",5253,"cg12751127",-0.0515831761760948,0.482291213312844,-13.0504127403959,1.07065175096076e-37,1.72535947492586e-35,72.9453129611326,0.454315660104437,0.505898836280534,0.0515831761760975,8,42073005,"F","II","","IGR","opensea","IGR-opensea","","rs149545644;rs182652409","0;19",1.62738488821413e-37,2.61259005826984e-35,4.55475787905985e-36,"Female"
"393",5997,"cg16449687",-0.0564929163255615,0.243135982749341,-12.4720668066953,1.13652299683534e-34,1.60429023987001e-32,66.0175095163996,0.212497687403421,0.268990603728983,0.0564929163255627,10,42862876,"F","II","LOC441666","Body","shore","Body-shore","chr10:42862953-42863216","rs10400195","31",1.31593136953988e-35,1.95604244203162e-33,4.12329481080837e-33,"Female"
"394",6359,"cg25066665",-0.0535604434497472,0.727237554806451,-12.2327147692365,1.87499145814964e-33,2.49602672452777e-31,63.2313617385235,0.698189653016162,0.751750096465914,0.0535604434497521,1,150335507,"R","I","RPRD2","TSS1500","shore","TSS1500-shore","chr1:150336831-150337289","rs144806132","20",1.92969791670285e-32,2.4564416083324e-30,6.35826432929811e-32,"Female"
"395",6557,"cg05542681",-0.0534971764922191,0.290719686936579,-12.1132116759192,7.4665352391188e-33,9.63945982953266e-31,61.8582064679735,0.261706097266403,0.315203273758623,0.0534971764922205,16,744328,"R","I","FBXL16","Body","island","Body-island","chr16:743924-745943","","",1.33914777915562e-33,1.81118292930843e-31,2.44081822917871e-31,"Female"
"396",7222,"cg16293892",-0.0678860258813706,0.647152814843763,-11.7172919868115,6.67412084947174e-31,7.82303628338046e-29,57.3947010362893,0.61033559516213,0.678221621043505,0.0678860258813743,5,77142620,"R","I","","IGR","shore","IGR-shore","chr5:77140542-77140914","","",5.86672451760439e-30,6.60765997713681e-28,1.95499742928556e-29,"Female"
"397",8279,"cg14167415",-0.0739770166102238,0.591060667733994,-11.1762307573067,2.50215967820078e-28,2.5584439150496e-26,51.5102477221298,0.550940067999819,0.624917084610045,0.0739770166102258,5,77146999,"R","II","","IGR","island","IGR-island","chr5:77146998-77147785","rs6877994;rs545042598;rs558871895","20;5;2",1.40595854579885e-27,1.38909459157945e-25,6.27471496304363e-27,"Female"
"399",9358,"cg05353869",-0.0595289564003285,0.47501250320005,-10.7038266052273,3.60597371067748e-26,3.26163576140709e-24,46.5784773600311,0.442727645797452,0.502256602197782,0.0595289564003307,11,75139544,"R","I","KLHL35","Body","island","Body-island","chr11:75139454-75139817","rs552016419;rs201156914;rs565424293","43;35;12",2.38687621480138e-25,2.07320502152915e-23,7.8675426863853e-25,"Female"
"400",11140,"cg08829299",-0.0610486054823338,0.355396429806573,-10.0490899326994,2.57315440749807e-23,1.95532709919074e-21,40.0653463570527,0.322287407881678,0.383336013364012,0.0610486054823347,11,288305,"R","I","ATHL1","TSS1500","shore","TSS1500-shore","chr11:288847-289239","","",1.00984010298949e-23,7.94325286659519e-22,4.63197623565366e-22,"Female"
"401",11278,"cg11012412",-0.0729390870904233,0.460782097926395,-9.99982856135622,4.15516225721241e-23,3.11885123201119e-21,39.5905960611603,0.421224407548725,0.49416349463915,0.0729390870904251,5,77147141,"R","II","","IGR","island","IGR-island","chr5:77146998-77147785","rs559534407","11",5.23666270248202e-23,3.92922834682963e-21,7.38221149857471e-22,"Female"
"402",11570,"cg22452837",-0.0540997452593814,0.36471087931948,-9.90914249835851,9.98403235786905e-23,7.30485136013862e-21,38.7222511281637,0.335370493281629,0.389470238541012,0.054099745259383,6,28664155,"F","I","","IGR","opensea","IGR-opensea","","","",6.29187994820746e-23,4.69642984692393e-21,1.72313057293008e-21,"Female"
"403",11589,"cg06329735",-0.055821172154495,0.363681975770237,-9.90135088057325,1.07614406330386e-22,7.86073605056667e-21,38.6479849860091,0.333407993291286,0.389229165445784,0.0558211721544974,11,75139390,"R","II","KLHL35","Body","shore","Body-shore","chr11:75139454-75139817","","",2.23046184565734e-22,1.60501296580363e-20,1.85359398626396e-21,"Female"
"405",12455,"cg18727742",-0.0573627596464898,0.265578334699536,-9.63803281740974,1.31443253616392e-21,8.93374045613079e-20,36.1699571761453,0.234468289649323,0.291831049295814,0.057362759646491,11,288301,"R","I","ATHL1","TSS1500","shore","TSS1500-shore","chr11:288847-289239","","",3.7552244253124e-22,2.66171300861486e-20,2.09078524227065e-20,"Female"
"406",13492,"cg18228590",-0.058760763197313,0.56995695276953,-9.34889933429016,1.91205774400827e-20,1.19967451647725e-18,33.5204477992699,0.538088716277437,0.596849479474754,0.058760763197316,5,77142469,"F","II","","IGR","shore","IGR-shore","chr5:77140542-77140914","rs7728693;rs539878417","12;24",2.90076869707574e-20,1.81022294121242e-18,2.78596699234415e-19,"Female"
"407",14654,"cg10604476",-0.0503032557349753,0.561158021074313,-9.04602477669713,2.91677995715536e-19,1.68494699035828e-17,30.8257590143448,0.533876618266433,0.584179874001409,0.0503032557349756,19,10403908,"R","I","ICAM5","Body","island","Body-island","chr19:10399844-10405375","rs140395213;rs201216338","42;32",4.97124814609248e-19,2.83825176662483e-17,3.88865594734413e-18,"Female"
"408",26402,"cg13498757",-0.0513582085231531,0.355534003921184,-7.15523467501836,1.09504638371922e-12,3.51102927764998e-11,15.9039557627803,0.327680459379392,0.379038667902548,0.0513582085231555,1,152161927,"R","I","","IGR","island","IGR-island","chr1:152161321-152161928","rs139600483;rs74822384;rs568591587","16;12;2",1.18272607050199e-12,3.79100651790821e-11,7.77665732317189e-12,"Female"
